Geneid	T0	T10
IABCJNHA_03721	278	30
IABCJNHA_03722	28	3
IABCJNHA_03723	44	16
IABCJNHA_03724	81	11
IABCJNHA_03725	647	238
IABCJNHA_03726	375	118
IABCJNHA_03727	420	88
IABCJNHA_03728	20	24
IABCJNHA_03729	0	0
IABCJNHA_03730	18	72
IABCJNHA_03731	297	148
IABCJNHA_03732	297	120
IABCJNHA_03733	744	177
IABCJNHA_03734	542	147
IABCJNHA_03735	774	268
IABCJNHA_03736	314	87
IABCJNHA_03737	12	6
IABCJNHA_03738	8	37
IABCJNHA_03739	13	37
IABCJNHA_03740	37	54
IABCJNHA_03741	10	12
IABCJNHA_03742	2	14
IABCJNHA_03743	218	222
IABCJNHA_03744	15	11
IABCJNHA_03745	38	18
IABCJNHA_03746	60	84
IABCJNHA_03747	16	0
IABCJNHA_03748	56	46
IABCJNHA_03749	31	15
IABCJNHA_03750	17	20
IABCJNHA_03751	30	13
IABCJNHA_03752	38	15
IABCJNHA_03753	165	202
IABCJNHA_03754	4	2
IABCJNHA_03755	34	39
IABCJNHA_03756	10	8
IABCJNHA_03757	24	16
IABCJNHA_03758	22	16
IABCJNHA_03759	30	14
IABCJNHA_03760	26	10
IABCJNHA_03761	0	4
IABCJNHA_03762	2	0
IABCJNHA_03763	1	8
IABCJNHA_03764	12	2
IABCJNHA_03765	0	1
IABCJNHA_03766	9	17
IABCJNHA_03767	15	11
IABCJNHA_03768	35	13
IABCJNHA_03769	30	5
IABCJNHA_03770	15	4
IABCJNHA_03771	6	10
IABCJNHA_03772	7	3
IABCJNHA_03773	166	51
IABCJNHA_03774	35	9
IABCJNHA_03775	49	17
IABCJNHA_03776	1	0
IABCJNHA_03777	5	4
IABCJNHA_03778	2	0
IABCJNHA_03779	6	8
IABCJNHA_03780	44	26
IABCJNHA_03781	28	16
IABCJNHA_03782	2	0
IABCJNHA_03783	0	2
IABCJNHA_03784	36	8
IABCJNHA_03785	11	2
IABCJNHA_03786	26	8
IABCJNHA_03787	8	4
IABCJNHA_03788	10	15
IABCJNHA_03789	566	95
IABCJNHA_03790	821	123
IABCJNHA_03791	94	26
IABCJNHA_03792	435	307
IABCJNHA_03793	34	30
IABCJNHA_03794	121	157
IABCJNHA_03795	6	11
IABCJNHA_03796	201	143
IABCJNHA_03797	189	89
IABCJNHA_03798	137	85
IABCJNHA_03799	127	85
IABCJNHA_03800	41	14
IABCJNHA_03801	79	27
IABCJNHA_03802	296	166
IABCJNHA_03803	11	14
IABCJNHA_03804	30	9
IABCJNHA_03805	22	12
IABCJNHA_03806	66	24
IABCJNHA_03807	6	6
IABCJNHA_03808	11	1
IABCJNHA_03809	0	0
IABCJNHA_03810	1288	80
IABCJNHA_03811	2112	154
IABCJNHA_03812	1022	180
IABCJNHA_03813	4	2
IABCJNHA_03814	2	2
IABCJNHA_03815	64	20
IABCJNHA_03816	0	0
IABCJNHA_03817	0	2
IABCJNHA_03818	70	36
IABCJNHA_03819	70	20
IABCJNHA_03820	28	12
IABCJNHA_03821	30	16
IABCJNHA_03822	71	34
IABCJNHA_03823	32	38
IABCJNHA_03824	21	20
IABCJNHA_03825	9	29
IABCJNHA_03826	34	24
IABCJNHA_03827	22	23
IABCJNHA_03828	67	48
IABCJNHA_03829	42	36
IABCJNHA_03830	54	48
IABCJNHA_03831	25	20
IABCJNHA_03832	9	17
IABCJNHA_03833	18	10
IABCJNHA_03834	52	80
IABCJNHA_03835	12	28
IABCJNHA_03836	2	3
IABCJNHA_03837	7	14
IABCJNHA_03838	22	100
IABCJNHA_03839	3	21
IABCJNHA_03840	8	2
IABCJNHA_03841	2	6
IABCJNHA_03842	31	12
IABCJNHA_03843	1587	1025
IABCJNHA_03844	859	787
IABCJNHA_03845	673	543
IABCJNHA_03846	157	112
IABCJNHA_03847	859	557
IABCJNHA_03848	1988	1327
IABCJNHA_03854	2	0
IABCJNHA_03855	2	2
IABCJNHA_03856	87	21
IABCJNHA_03857	41	18
IABCJNHA_03858	33	25
IABCJNHA_03859	24	16
IABCJNHA_03860	29	25
IABCJNHA_03861	34	20
IABCJNHA_03862	40	2
IABCJNHA_03863	70	6
IABCJNHA_03864	13	6
IABCJNHA_03865	10	8
IABCJNHA_03866	15	8
IABCJNHA_03867	66	111
IABCJNHA_03868	7	7
IABCJNHA_03869	92	102
IABCJNHA_03870	0	2
IABCJNHA_03871	79	75
IABCJNHA_03872	4	4
IABCJNHA_03873	1968	1663
IABCJNHA_03874	2	3
IABCJNHA_03875	1	6
IABCJNHA_03876	266	165
IABCJNHA_03877	1759	849
IABCJNHA_03878	3898	1522
IABCJNHA_03879	379	167
IABCJNHA_03880	191	71
IABCJNHA_03881	205	62
IABCJNHA_03882	189	78
IABCJNHA_03883	4198	1585
IABCJNHA_03884	12603	4261
IABCJNHA_03885	1143	319
IABCJNHA_03886	3697	1105
IABCJNHA_03887	1206	236
IABCJNHA_03888	3000	493
IABCJNHA_03889	4895	978
IABCJNHA_03890	5375	954
IABCJNHA_03891	7032	1443
IABCJNHA_03892	3991	661
IABCJNHA_03893	2435	365
IABCJNHA_03894	2899	428
IABCJNHA_03895	7328	1184
IABCJNHA_03896	8560	901
IABCJNHA_03897	3574	426
IABCJNHA_03898	2897	319
IABCJNHA_03899	3258	329
IABCJNHA_03900	6101	711
IABCJNHA_03901	3267	355
IABCJNHA_03902	2575	323
IABCJNHA_03903	2818	386
IABCJNHA_03904	4053	485
IABCJNHA_03905	7825	1189
IABCJNHA_03906	4320	775
IABCJNHA_03907	4946	909
IABCJNHA_03908	7219	1895
IABCJNHA_03909	7572	1562
IABCJNHA_03910	7043	1798
IABCJNHA_03911	8622	2726
IABCJNHA_03912	2241	818
IABCJNHA_03913	37	30
IABCJNHA_03914	34691	19436
IABCJNHA_03915	26763	9703
IABCJNHA_03916	4543	1355
IABCJNHA_03917	10062	3548
IABCJNHA_03918	3187	1151
IABCJNHA_03919	6667	11750
IABCJNHA_03920	5433	9393
IABCJNHA_03921	230	126
IABCJNHA_03922	7911	2646
IABCJNHA_03923	4977	1323
IABCJNHA_03924	3519	3595
IABCJNHA_03925	3506	2782
IABCJNHA_03926	184	490
IABCJNHA_03927	136	114
IABCJNHA_03928	376	286
IABCJNHA_03929	74	73
IABCJNHA_03930	149	116
IABCJNHA_03931	87	69
IABCJNHA_03932	288	208
IABCJNHA_03933	73	96
IABCJNHA_03934	1817	1408
IABCJNHA_03935	39	35
IABCJNHA_03936	150	126
IABCJNHA_03937	225	159
IABCJNHA_03938	122	179
IABCJNHA_03939	170	329
IABCJNHA_03940	1427	1191
IABCJNHA_03941	344	370
IABCJNHA_03942	78	74
IABCJNHA_03943	43	63
IABCJNHA_03944	765	710
IABCJNHA_03945	639	518
IABCJNHA_03946	132	115
IABCJNHA_03947	208	239
IABCJNHA_03948	98	98
IABCJNHA_03949	141	175
IABCJNHA_03950	114	129
IABCJNHA_03951	63	64
IABCJNHA_03952	131	197
IABCJNHA_03953	306	196
IABCJNHA_03954	162	167
IABCJNHA_03955	298	282
IABCJNHA_03956	111	94
IABCJNHA_03957	2776	2359
IABCJNHA_03958	272	200
IABCJNHA_03959	381	277
IABCJNHA_03960	7	20
IABCJNHA_03961	26	40
IABCJNHA_03962	30	58
IABCJNHA_03965	574	559
IABCJNHA_03966	391	276
IABCJNHA_03967	132	108
IABCJNHA_03968	144	86
IABCJNHA_03969	159	110
IABCJNHA_03970	373	276
IABCJNHA_03971	42	63
IABCJNHA_03972	123	245
IABCJNHA_03973	587	1409
IABCJNHA_03974	42	150
IABCJNHA_03975	150	387
IABCJNHA_03976	897	521
IABCJNHA_03977	872	500
IABCJNHA_03978	1323	890
IABCJNHA_03979	2695	2904
IABCJNHA_03980	691	826
IABCJNHA_03981	444	628
IABCJNHA_03982	156	244
IABCJNHA_03983	0	0
IABCJNHA_03984	2236	3452
IABCJNHA_03985	0	40
IABCJNHA_03986	93	119
IABCJNHA_03987	85	132
IABCJNHA_03988	238	134
IABCJNHA_03989	53	109
IABCJNHA_03990	956	664
IABCJNHA_03991	430	202
IABCJNHA_03992	91	280
IABCJNHA_03993	69	107
IABCJNHA_03994	56	116
IABCJNHA_03995	259	135
IABCJNHA_03996	422	236
IABCJNHA_03997	335	335
IABCJNHA_03998	194	150
IABCJNHA_03999	122	131
IABCJNHA_04000	75	111
IABCJNHA_04001	116	120
IABCJNHA_04002	317	94
IABCJNHA_04003	122	44
IABCJNHA_04004	0	4
IABCJNHA_04005	16	23
IABCJNHA_04006	51	166
IABCJNHA_04007	174	436
IABCJNHA_04008	174	329
IABCJNHA_04009	254	712
IABCJNHA_04010	16	11
IABCJNHA_04011	0	0
IABCJNHA_04012	4	3
IABCJNHA_04013	110	61
IABCJNHA_04014	169	84
IABCJNHA_04015	336	107
IABCJNHA_04016	765	422
IABCJNHA_04017	1005	1218
IABCJNHA_04018	1428	1572
IABCJNHA_04019	1117	1309
IABCJNHA_04020	2339	1622
IABCJNHA_04021	2	2
