Geneid,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238
FGBKPADF_00221,356.38,361.88,373.19,279.82,327.87,387.88,405.25,300.64,412.28,277.26,367.03,244.23
FGBKPADF_00222,2109.32,2188.32,1778.54,1848.3,2203.25,1980.31,1414.77,1311.88,2374.64,2079.9,1510.17,1688.08
FGBKPADF_00223,557.68,984.21,897.75,1223.86,725.56,877.27,687.0,923.78,612.78,925.91,813.84,1142.8
FGBKPADF_00224,28.98,81.95,90.04,116.35,27.32,153.79,124.69,133.01,39.46,131.42,136.37,130.56
FGBKPADF_00225,47.0,129.01,137.01,150.22,56.16,202.27,153.47,91.1,69.25,205.19,184.24,145.92
FGBKPADF_00226,108.09,180.94,270.11,203.24,132.82,269.7,278.16,215.0,107.9,254.37,237.91,227.33
FGBKPADF_00227,146.47,166.33,207.47,232.69,114.6,209.85,256.58,233.22,130.45,208.58,242.27,175.11
FGBKPADF_00228,2565.17,1417.5,708.54,356.41,2590.31,1162.12,666.62,307.93,2710.43,1141.27,686.18,279.56
FGBKPADF_00229,993.17,1030.46,551.96,419.73,1088.34,943.94,501.16,377.17,1149.07,878.42,474.38,357.89
FGBKPADF_00230,2315.31,2434.17,792.06,527.25,2442.32,2302.28,749.35,501.06,2013.09,1948.47,702.14,497.67
FGBKPADF_00231,270.22,172.83,82.21,83.95,381.75,184.85,83.93,56.48,227.08,164.49,75.44,69.12
FGBKPADF_00232,406.51,354.58,161.8,92.78,333.94,340.91,159.46,76.53,298.74,288.29,174.08,64.51
FGBKPADF_00233,8515.59,8923.65,12999.1,17126.64,8463.87,8702.29,12254.55,16024.96,8423.58,8317.89,12197.44,15244.98
FGBKPADF_00234,344.63,344.84,357.53,452.14,362.78,328.03,341.7,448.23,336.59,343.4,368.48,445.45
FGBKPADF_00235,592.14,606.92,670.7,777.61,632.21,612.12,708.58,892.81,590.24,610.49,612.19,857.1
FGBKPADF_00236,431.58,351.33,287.07,524.3,398.45,337.12,341.7,349.83,409.87,317.96,311.9,430.09
FGBKPADF_00237,396.33,319.69,170.94,347.57,422.74,300.76,191.83,255.09,415.5,333.22,155.22,334.85
FGBKPADF_00238,23.5,42.19,31.32,41.24,16.7,37.12,39.57,54.66,20.13,25.44,17.41,33.79
FGBKPADF_00239,8656.58,6905.73,6414.73,6412.36,8246.81,6650.01,6471.98,6395.41,8194.08,6561.89,6103.07,5836.87
FGBKPADF_00240,17422.02,15949.47,14912.04,7067.74,16697.77,13547.75,10787.03,5464.34,15893.75,16222.86,13912.16,6305.35
FGBKPADF_00241,1362.09,1359.89,1199.17,1017.67,1278.08,1220.46,1086.26,991.2,1294.82,1348.16,1270.81,1012.24
FGBKPADF_00242,68.93,72.21,84.82,73.64,75.14,62.88,89.92,54.66,61.2,66.98,66.73,79.87
FGBKPADF_00243,763.68,418.68,289.68,189.99,1044.32,432.58,229.0,111.15,893.01,420.56,297.39,228.87
FGBKPADF_00244,4825.66,3024.86,2181.74,780.56,5268.67,3143.19,2010.65,978.44,5188.14,2820.11,1993.25,920.07
FGBKPADF_00245,1910.37,1428.86,553.26,687.78,1848.81,1111.37,399.25,542.97,1584.7,1390.56,478.73,800.27
FGBKPADF_00246,805.19,885.23,617.2,460.97,751.37,808.33,489.18,391.74,625.67,771.59,639.76,430.09
FGBKPADF_00247,393.98,298.59,264.89,225.33,472.83,193.18,212.22,174.92,406.64,288.29,245.17,236.55
FGBKPADF_00248,183.28,99.8,88.73,97.2,170.76,82.58,62.35,30.97,184.4,67.83,81.24,92.16
FGBKPADF_00249,1844.57,821.13,685.06,418.26,1772.92,746.21,685.8,409.96,1800.51,677.47,687.63,390.15
FGBKPADF_00250,11823.29,2443.9,2207.84,2122.24,11128.56,2753.03,2123.36,2093.54,14164.11,1449.06,1994.7,1955.35
FGBKPADF_00251,8445.88,770.82,529.78,450.66,6772.16,628.03,539.53,490.13,9093.53,451.93,580.28,328.71
FGBKPADF_00252,7285.09,725.38,514.12,250.37,7243.47,750.76,413.64,291.53,9013.01,624.9,374.28,150.53
FGBKPADF_00253,1256.35,1181.38,901.66,191.46,4369.3,1229.55,669.02,227.76,3223.36,1018.33,588.98,159.75
FGBKPADF_00254,152.74,138.75,203.56,153.17,146.48,140.15,137.88,103.86,140.92,130.58,145.07,99.84
FGBKPADF_00255,389.28,303.46,152.67,154.64,465.24,187.88,189.44,123.9,220.63,289.98,178.44,144.39
FGBKPADF_00256,221.66,202.85,306.64,234.17,204.92,241.67,372.88,327.97,218.22,235.72,301.74,265.73
FGBKPADF_00257,161.35,150.11,224.44,166.42,137.37,180.3,225.4,342.55,152.19,165.34,217.6,165.89
FGBKPADF_00258,214.61,233.68,369.28,293.08,257.29,317.42,345.3,378.99,289.89,213.67,306.1,304.13
FGBKPADF_00259,86.94,92.5,142.23,125.18,119.16,125.0,164.26,133.01,109.51,107.68,113.15,104.45
FGBKPADF_00260,508.33,453.57,732.03,575.85,532.79,611.36,806.9,665.05,580.58,580.81,626.7,537.61
FGBKPADF_00261,409.64,362.69,510.2,363.77,396.93,415.91,562.31,475.56,442.07,379.86,455.52,414.72
FGBKPADF_00262,729.21,587.45,251.84,215.02,763.51,486.36,250.58,154.87,714.24,491.78,239.36,199.68
FGBKPADF_00263,87.72,91.69,76.99,78.06,110.81,88.64,103.11,94.75,95.82,66.14,58.03,64.51
FGBKPADF_00264,78.33,68.16,43.06,47.13,168.49,96.97,55.15,30.97,162.66,87.33,63.83,69.12
FGBKPADF_00265,29.76,30.83,14.35,8.84,45.54,37.88,16.79,7.29,35.43,39.85,29.01,29.18
FGBKPADF_00266,2212.71,1765.58,1697.63,1270.99,2408.92,1572.73,1460.33,1104.16,2153.2,1779.74,1443.44,1250.32
FGBKPADF_00267,646.19,159.03,101.78,30.93,762.75,190.91,56.35,29.15,877.71,132.27,105.9,43.01
FGBKPADF_00268,1141.99,314.01,168.33,64.8,1331.21,356.06,167.85,103.86,1550.89,325.59,163.93,96.77
FGBKPADF_00269,916.41,260.46,156.58,38.29,1036.73,346.21,129.49,47.37,1078.21,264.54,126.21,81.41
FGBKPADF_00270,2604.34,1038.58,459.31,187.04,2746.66,1021.21,514.35,275.13,3095.33,871.64,348.17,156.67
FGBKPADF_00271,6899.73,6375.08,5836.68,4717.23,6881.45,5887.13,5957.62,4482.25,6532.88,5891.21,5786.82,4383.8
FGBKPADF_00272,6745.42,8322.42,8137.16,5544.91,6546.75,8088.65,8590.54,5755.87,6705.2,7589.55,8239.94,5627.97
FGBKPADF_00273,13935.74,16253.74,16836.72,11100.14,12654.82,16102.3,17618.69,11161.9,13521.53,16177.92,17348.85,11337.35
FGBKPADF_00274,2964.63,3648.82,3758.02,2882.18,2662.41,3589.4,3987.74,2669.31,2802.22,3668.86,3853.04,2758.69
FGBKPADF_00275,9629.38,12188.68,11989.13,8477.16,9001.21,11972.75,12665.8,7559.7,9244.11,11756.97,11924.71,8143.97
FGBKPADF_00276,15073.03,16924.76,16721.89,12701.02,14880.07,16933.36,17003.63,11810.55,15161.79,16154.18,16034.53,11636.87
FGBKPADF_00277,3170.63,2681.64,2035.59,1658.32,3564.81,2382.58,1650.97,1550.57,3490.7,2368.18,1823.52,1637.4
FGBKPADF_00278,673.6,691.3,790.75,577.32,548.72,765.91,919.6,521.11,496.03,664.75,658.62,457.73
FGBKPADF_00279,581.18,537.14,469.75,244.48,740.74,531.06,384.87,273.31,665.13,401.9,409.1,251.91
FGBKPADF_00280,380.66,315.63,229.66,94.26,370.37,266.67,220.61,102.04,308.41,275.57,230.66,118.27
FGBKPADF_00281,455.86,438.96,236.18,167.89,512.29,432.58,267.37,202.25,406.64,459.56,268.38,201.22
FGBKPADF_00282,7.05,13.79,2.61,8.84,18.97,23.48,4.8,12.75,5.64,16.11,14.51,12.29
FGBKPADF_00283,144.12,181.75,211.39,313.7,141.17,180.3,217.01,260.55,164.27,146.69,272.73,293.38
FGBKPADF_00284,735.48,1081.58,879.48,603.83,818.91,953.03,726.57,508.35,785.91,1019.18,793.53,606.73
FGBKPADF_00285,260.04,507.12,386.24,378.5,299.03,468.18,353.69,269.66,277.0,514.67,329.31,267.27
FGBKPADF_00286,20912.23,17900.05,10757.34,6250.36,21031.41,16616.69,8814.74,5879.77,20800.06,16454.34,8869.55,6465.1
FGBKPADF_00287,111.22,81.95,130.49,35.35,112.33,118.94,103.11,74.7,128.03,102.6,63.83,50.69
FGBKPADF_00288,296.86,288.85,283.16,313.7,280.81,243.94,202.62,280.6,285.05,266.24,281.43,324.1
FGBKPADF_00289,2158.66,1789.92,1208.31,913.11,2282.94,1716.67,945.98,863.65,2287.68,1661.88,1035.8,907.79
FGBKPADF_00290,2470.4,1646.31,1384.47,1572.9,2259.41,1473.49,1258.91,1423.02,2194.27,1577.94,1170.71,1606.67
FGBKPADF_00291,574.13,518.48,529.78,468.34,644.35,461.36,428.03,402.67,623.25,494.33,448.26,387.08
FGBKPADF_00292,1338.59,1121.34,895.14,824.74,1517.91,904.55,654.63,628.61,1228.79,919.12,723.9,873.99
FGBKPADF_00293,744.1,210.15,207.47,132.55,456.89,208.33,203.82,105.68,293.11,150.08,201.65,113.67
FGBKPADF_00294,977.51,225.57,245.32,173.78,843.2,240.15,245.79,103.86,371.21,197.56,266.93,184.32
FGBKPADF_00295,1018.24,810.58,512.81,544.92,1155.13,744.7,555.12,439.11,1022.65,732.59,526.6,493.06
FGBKPADF_00296,1027.64,791.92,579.36,462.44,982.09,775.76,485.58,426.36,979.17,758.87,522.25,460.81
FGBKPADF_00297,2227.59,1849.16,1465.37,1138.44,2100.79,1768.94,1252.91,1155.18,2145.95,1689.02,1202.63,989.2
FGBKPADF_00298,1848.49,1034.52,378.41,306.33,2081.05,864.4,335.71,295.17,1952.7,834.33,377.18,322.56
FGBKPADF_00299,5708.39,3866.27,2025.16,1225.33,6480.72,3513.64,1620.99,1169.76,5941.84,3378.03,1826.42,1125.9
FGBKPADF_00300,4704.25,3493.84,1740.69,1117.82,5552.52,3179.55,1709.71,1091.41,5110.03,2831.98,1507.27,1248.78
FGBKPADF_00301,682.22,745.67,412.34,354.93,676.99,615.15,408.84,233.22,603.12,563.85,442.46,241.15
FGBKPADF_00302,350.12,124.95,79.6,36.82,302.06,159.85,74.34,58.31,355.11,117.01,62.38,46.08
FGBKPADF_00303,189.55,84.38,52.19,33.87,192.02,81.82,61.15,38.26,175.54,72.92,42.07,73.73
FGBKPADF_00304,489.54,446.26,336.66,300.44,432.6,356.82,282.95,258.73,410.67,408.69,346.72,327.17
FGBKPADF_00305,588.23,232.87,130.49,104.57,573.01,179.55,172.65,122.08,591.85,218.76,101.55,138.24
FGBKPADF_00306,487.19,277.5,197.04,156.11,525.2,278.79,155.86,193.14,520.99,262.0,176.98,141.31
FGBKPADF_00307,2338.03,1785.06,1320.53,873.34,2775.5,1890.91,1279.29,905.56,2700.76,1736.5,1212.78,840.2
FGBKPADF_00308,4755.16,4134.84,2921.6,1655.37,4831.51,3913.64,2938.65,1632.56,4928.85,3592.55,2677.98,1471.51
FGBKPADF_00309,51.7,63.29,39.15,51.55,54.64,55.3,46.76,41.91,63.61,55.96,40.62,46.08
FGBKPADF_00310,31333.48,23570.85,18199.0,10888.06,29770.01,19035.64,15671.58,9886.46,30145.63,20314.82,16300.0,10675.33
FGBKPADF_00311,45406.29,36956.33,28096.43,14628.85,43650.55,30899.29,23516.37,13485.02,43516.58,31880.17,24802.52,14506.15
FGBKPADF_00312,13388.24,12054.8,9642.98,5019.14,13086.66,10053.05,8130.14,4759.2,12977.19,11136.31,8859.39,5137.98
FGBKPADF_00313,7180.13,6989.3,5921.49,3032.4,6945.96,5846.98,5175.9,2860.62,6976.57,6133.7,5302.29,3108.9
FGBKPADF_00314,26.63,135.5,245.32,319.59,25.05,122.73,261.37,231.4,28.18,155.17,230.66,337.92
FGBKPADF_00315,2249.52,3312.09,3683.64,2892.49,2328.47,3481.07,3317.52,2357.74,2259.49,3590.85,3372.86,3013.67
FGBKPADF_00316,2504.86,1655.23,1987.31,3156.11,2387.67,1596.21,1769.66,3321.6,2430.2,1531.31,1560.95,2523.68
FGBKPADF_00317,509.12,280.74,433.22,814.43,524.44,343.18,472.39,1279.08,510.52,290.83,493.24,887.82
FGBKPADF_00318,1569.65,1681.2,1645.44,796.76,1569.52,1570.46,1607.8,881.87,1587.93,1484.67,1517.43,629.77
FGBKPADF_00319,104.17,168.77,198.34,191.46,116.12,175.0,196.63,222.29,101.46,153.47,194.39,207.36
FGBKPADF_00320,484.05,465.74,485.41,578.79,455.37,529.55,471.19,539.33,450.93,524.85,533.86,500.74
FGBKPADF_00321,1447.46,300.21,238.79,244.48,1305.4,288.64,190.63,153.05,2008.26,161.1,178.44,235.01
FGBKPADF_00322,1024.5,752.16,652.43,438.88,1149.06,833.33,648.64,486.49,1252.95,710.54,573.02,440.84
FGBKPADF_00323,2259.7,1812.64,1705.46,1322.53,2332.27,2118.19,1629.38,1242.64,2447.92,1756.0,1634.93,1165.84
FGBKPADF_00324,513.82,389.47,321.0,354.93,471.31,414.39,390.86,309.75,504.08,351.88,323.5,270.34
FGBKPADF_00325,3015.55,2834.18,2449.24,3113.4,2858.23,2554.55,2230.06,2838.76,2894.02,2498.76,2218.11,2824.74
FGBKPADF_00326,213.83,221.51,202.25,374.08,340.77,237.88,173.85,400.85,281.03,275.57,190.04,611.34
FGBKPADF_00327,329.75,288.04,207.47,427.1,378.72,273.49,250.58,420.89,361.55,300.16,214.7,643.59
FGBKPADF_00328,115.14,151.73,137.01,360.82,134.34,115.15,123.49,353.48,99.85,147.53,116.06,403.97
FGBKPADF_00329,3674.27,3338.05,3337.85,3303.38,4162.11,3600.76,3125.68,3399.95,4080.94,3743.48,3407.68,3595.82
FGBKPADF_00330,2811.12,2671.09,2895.5,2519.88,3151.18,2903.04,2361.95,2787.74,3002.73,2575.07,2693.94,2677.28
FGBKPADF_00331,327.4,315.63,289.68,269.51,361.26,307.58,305.73,209.54,325.32,326.44,285.79,225.79
FGBKPADF_00332,1156.09,1118.91,1163.94,1181.15,1413.17,1330.31,965.16,1200.73,1356.82,1208.26,1018.39,1221.13
FGBKPADF_00333,2900.41,2870.69,2805.47,2714.28,3411.5,3105.31,2666.48,2638.33,3381.19,3009.2,2894.14,2715.68
FGBKPADF_00334,1327.62,1012.61,964.3,907.22,1308.44,948.49,922.0,887.34,1365.68,1014.94,932.8,890.89
FGBKPADF_00335,27.41,38.14,22.18,26.51,34.91,324.24,401.65,369.88,350.28,25.44,21.76,15.36
FGBKPADF_00336,56.39,109.54,131.79,184.09,22.77,250.0,312.93,437.29,215.0,95.81,136.37,207.36
FGBKPADF_00337,78.33,179.32,174.85,328.42,45.54,335.61,563.51,703.31,228.69,148.38,155.22,288.77
FGBKPADF_00338,50.91,86.82,104.39,188.51,13.66,133.33,256.58,448.23,68.45,78.01,107.35,213.51
FGBKPADF_00339,112.01,229.62,255.75,365.24,61.48,274.24,682.21,814.46,220.63,158.56,272.73,399.36
FGBKPADF_00340,162.13,292.1,364.06,516.94,82.73,450.76,868.05,1195.27,326.93,176.36,346.72,439.3
FGBKPADF_00341,62.66,98.18,139.62,201.77,50.85,136.36,404.05,437.29,128.84,85.64,146.52,208.9
FGBKPADF_00342,186.42,318.88,412.34,544.92,135.09,468.94,920.8,1308.23,460.6,230.63,481.63,517.64
FGBKPADF_00343,303.12,409.75,461.92,512.52,229.2,550.0,784.12,1058.61,418.72,356.97,474.38,589.83
FGBKPADF_00344,274.14,370.8,527.17,502.21,291.44,656.82,659.43,982.09,472.67,430.73,452.62,622.09
FGBKPADF_00345,321.92,393.52,511.51,541.97,305.1,622.73,715.78,1089.59,446.1,403.6,461.32,631.3
FGBKPADF_00346,139.42,217.45,223.13,281.3,136.61,371.21,395.66,670.52,305.99,193.32,191.49,247.3
FGBKPADF_00347,4649.42,3596.08,3300.01,3063.33,4171.22,2489.4,1949.51,1989.68,3589.74,3115.18,2711.35,2589.73
FGBKPADF_00348,30767.97,23966.8,23046.59,11910.15,29429.24,26587.17,24481.53,13803.88,32621.73,22549.89,21935.95,10366.59
FGBKPADF_00349,69127.29,71166.92,97722.9,87907.13,64424.67,71502.39,97482.51,95881.93,71451.03,67911.66,96764.22,80945.08
FGBKPADF_00350,18321.21,19562.59,27734.98,25740.77,16509.55,19798.52,33120.03,27653.31,18187.07,16591.7,28542.41,22149.38
FGBKPADF_00351,9210.34,9268.5,14186.53,12720.16,8243.01,9174.26,16147.57,13774.73,8992.07,8275.5,15339.64,11202.18
FGBKPADF_00352,95.56,275.06,553.26,430.04,68.31,241.67,761.34,437.29,70.06,222.15,631.05,413.19
FGBKPADF_00353,297.64,182.56,150.06,131.07,328.63,145.45,139.08,89.28,292.3,161.95,150.87,90.63
FGBKPADF_00354,715.9,606.11,473.67,403.53,752.12,544.7,498.77,477.38,724.71,556.22,429.41,433.16
FGBKPADF_00355,730.0,841.41,574.14,477.17,948.69,701.52,743.35,502.89,909.92,730.89,602.04,551.43
FGBKPADF_00356,2034.12,2305.16,2098.23,1699.56,2399.82,2258.34,2158.12,1681.76,2352.9,2264.74,2029.52,1577.49
FGBKPADF_00357,1050.35,1208.97,1084.35,715.76,1137.67,1193.94,1252.91,747.04,1182.89,1242.17,1151.85,698.89
FGBKPADF_00358,741.75,1046.69,1029.54,587.63,939.59,1052.27,986.74,621.32,931.66,976.78,982.12,562.18
FGBKPADF_00359,1437.28,1155.42,1045.2,895.43,1518.67,973.49,1034.7,993.02,1393.06,1009.0,990.82,803.34
FGBKPADF_00360,7182.48,4813.97,4368.7,5163.47,7482.54,4427.28,3857.05,5138.19,7512.85,4238.65,3847.24,4569.65
FGBKPADF_00361,11134.02,12021.54,15861.98,15176.72,10322.55,11531.08,14905.45,14487.15,10652.47,11768.84,15999.71,14106.79
FGBKPADF_00362,382.23,907.94,1758.96,1390.28,362.02,988.64,1848.79,1486.8,450.13,1087.01,1822.07,1625.11
FGBKPADF_00363,1496.02,1994.39,2154.34,1913.11,1486.03,1765.15,2038.23,2062.56,1541.22,1959.5,2074.49,2019.86
FGBKPADF_00364,89.29,154.98,219.22,139.91,70.58,164.39,208.62,167.63,80.52,199.26,232.11,282.63
FGBKPADF_00365,31.33,21.1,33.93,50.07,37.95,31.82,37.17,34.62,22.55,33.07,46.42,38.4
FGBKPADF_00366,139.42,253.96,280.55,337.26,142.68,267.42,263.77,317.04,131.25,327.29,298.84,344.07
FGBKPADF_00367,5413.88,7265.18,7380.34,7113.4,6071.64,6961.38,6470.78,6710.62,5782.4,7549.7,7179.49,7798.36
FGBKPADF_00368,1885.3,2914.51,2917.69,2731.96,2229.05,2702.28,2726.43,2492.57,2129.85,3007.5,2962.32,2935.33
FGBKPADF_00369,219.31,365.94,575.45,440.35,331.66,550.76,402.85,380.81,293.11,551.98,533.86,602.12
FGBKPADF_00370,475.44,736.74,823.37,833.58,434.12,732.58,770.93,778.02,459.79,719.87,784.83,1003.02
FGBKPADF_00371,1138.07,1184.63,956.47,1518.41,1163.48,1127.27,992.74,1330.1,1170.81,1177.73,1105.43,1640.47
FGBKPADF_00372,465.26,449.51,443.66,328.42,497.12,550.0,414.84,291.53,582.19,466.34,381.53,297.99
FGBKPADF_00373,470.74,387.03,319.69,468.34,505.46,373.49,388.46,417.25,591.04,374.77,343.81,502.28
FGBKPADF_00374,966.54,933.1,1157.42,974.96,826.5,881.06,1051.49,934.71,812.48,864.86,1041.6,818.7
FGBKPADF_00375,2093.65,2122.59,1966.44,2298.97,2065.88,1905.31,1857.19,2319.47,2007.45,2123.99,2139.77,2669.6
FGBKPADF_00376,3209.01,3019.18,3306.54,3377.02,3054.04,3208.34,2737.22,3549.36,2943.94,3268.65,3103.04,3852.33
FGBKPADF_00377,36.81,73.02,56.11,83.95,21.25,51.52,87.52,78.35,29.79,58.51,79.79,58.37
FGBKPADF_00378,2475.88,6309.36,5900.62,5958.76,2784.61,6048.49,4975.68,5345.91,2674.19,7034.17,5647.55,5939.78
FGBKPADF_00379,1980.86,6530.87,7274.64,6488.95,2071.19,6607.59,6001.99,5845.15,2001.82,6895.12,6812.46,6124.1
FGBKPADF_00380,137.07,147.67,189.21,107.51,117.64,137.88,191.83,63.77,117.56,122.95,145.07,87.55
FGBKPADF_00381,458.99,409.75,347.1,335.79,432.6,385.61,330.91,185.85,405.03,412.08,413.45,265.73
FGBKPADF_00382,6939.67,6213.62,5886.26,4827.68,6793.41,5446.22,5097.97,3232.32,6550.6,5747.91,5926.09,4194.87
FGBKPADF_00383,228.71,376.48,561.09,658.32,101.7,971.97,1202.56,1443.07,684.45,257.76,377.18,595.98
FGBKPADF_00384,245.94,287.23,347.1,405.01,99.42,750.76,974.75,1570.61,651.44,150.93,224.86,413.19
FGBKPADF_00385,140.2,103.05,71.77,117.82,210.99,112.88,71.94,89.28,89.38,96.66,59.48,93.7
FGBKPADF_00386,537.32,543.63,411.03,547.86,695.96,419.7,375.27,430.0,410.67,417.17,365.57,456.2
FGBKPADF_00387,1088.73,949.32,737.25,802.65,1272.77,755.3,728.97,798.06,776.25,845.36,747.11,801.8
FGBKPADF_00388,949.31,754.59,545.44,511.05,866.73,565.15,507.16,508.35,731.96,652.88,544.01,529.93
FGBKPADF_00389,1371.49,976.91,822.07,681.88,1494.38,818.18,739.76,546.62,1144.24,804.66,734.05,657.42
FGBKPADF_00390,538.88,369.99,354.92,273.93,611.72,367.42,266.17,224.11,446.1,365.44,304.65,267.27
FGBKPADF_00391,4407.4,2783.06,2477.95,1902.8,5100.18,2584.1,2022.64,1561.5,4229.1,2619.16,2196.35,1758.74
FGBKPADF_00392,425.31,222.32,251.84,154.64,490.29,172.73,193.03,83.81,339.81,224.69,172.63,47.62
FGBKPADF_00393,2763.34,1690.12,1136.54,1197.35,3109.44,1537.12,1077.86,972.98,3012.39,1657.64,1172.16,1250.32
FGBKPADF_00394,9181.36,7407.17,6110.7,5384.38,9105.18,6784.86,5233.45,5059.84,9281.96,6817.11,5749.1,5485.12
FGBKPADF_00395,140.2,131.44,108.3,106.04,149.51,140.15,118.7,94.75,153.8,122.95,103.0,133.63
FGBKPADF_00396,2672.48,1270.63,751.6,568.48,3022.92,1121.97,679.81,668.69,3034.94,939.47,603.49,625.16
FGBKPADF_00397,158.22,152.54,93.95,57.44,164.69,151.52,139.08,85.64,149.77,142.45,104.45,99.84
FGBKPADF_00398,28.98,18.66,15.66,4.42,33.39,7.58,5.99,5.47,23.35,14.41,15.96,7.68
FGBKPADF_00399,1127.89,376.48,216.61,122.24,1248.48,340.15,270.96,142.12,1205.44,256.07,233.56,133.63
FGBKPADF_00400,286.67,181.75,101.78,60.38,425.01,152.27,75.53,78.35,281.83,148.38,114.6,56.83
FGBKPADF_00401,40.73,85.2,58.72,16.2,86.52,49.24,34.77,25.51,70.06,39.85,34.82,7.68
FGBKPADF_00402,46.21,115.22,86.12,26.51,88.04,70.45,50.36,43.73,97.43,110.23,59.48,24.58
FGBKPADF_00403,94.77,73.02,97.87,139.91,85.76,99.24,125.89,160.34,77.3,117.86,120.41,162.82
FGBKPADF_00404,2580.05,2219.15,1637.61,1867.45,3186.09,2258.34,1479.51,1798.37,2995.48,1994.26,1694.41,1952.28
FGBKPADF_00405,1659.73,1417.5,1060.86,1111.93,1737.25,1397.73,996.33,963.87,1756.22,1320.18,1080.77,1050.64
FGBKPADF_00406,41.51,38.14,40.45,70.69,28.08,32.58,33.57,61.95,24.96,33.07,31.92,52.22
FGBKPADF_00407,29.76,41.38,24.79,29.46,40.22,37.12,46.76,20.04,33.01,39.85,34.82,26.11
FGBKPADF_00408,26.63,24.34,11.74,13.25,18.21,24.24,21.58,34.62,33.01,25.44,17.41,24.58
FGBKPADF_00409,563.95,368.37,403.2,256.26,549.48,520.46,360.89,307.93,665.13,418.86,313.35,231.94
FGBKPADF_00410,813.81,709.97,674.62,458.03,954.01,809.85,538.33,515.64,922.8,717.32,523.7,463.88
FGBKPADF_00411,6183.04,7947.55,9564.69,10025.03,6045.08,7511.38,8652.88,9749.81,6148.78,8116.94,9420.81,9547.89
FGBKPADF_00412,8395.75,12117.28,13722.0,15829.15,7887.06,12030.32,12836.05,14459.82,7905.81,12788.02,13633.63,15467.7
FGBKPADF_00413,1073.85,1363.94,1672.84,1301.91,985.88,1317.43,1490.31,1155.18,981.58,1424.47,1588.51,1271.82
FGBKPADF_00414,2038.82,1962.75,1914.24,2276.88,2205.52,1803.79,1995.07,2352.27,2097.64,1823.83,1951.18,2170.39
FGBKPADF_00415,31768.19,29120.75,37688.52,42147.23,31435.92,28390.96,34410.1,40063.32,32339.9,29207.59,37709.35,39590.87
FGBKPADF_00416,18227.21,17377.52,22151.45,24783.48,17146.31,16317.45,21086.08,25273.71,17998.64,16701.92,22331.99,23593.24
FGBKPADF_00417,11596.93,10615.4,10877.38,12668.62,12610.8,11285.62,11586.73,12634.12,13045.63,11818.87,11604.1,14440.11
FGBKPADF_00418,9422.6,9515.16,10975.25,12069.21,9987.85,10320.47,10275.07,11227.49,10320.71,10449.51,10991.91,12894.87
FGBKPADF_00419,8480.34,9763.44,10673.82,15564.05,8387.97,9002.29,11141.92,16116.06,8424.38,9756.78,11380.7,16117.44
FGBKPADF_00420,4699.55,5058.2,6684.84,7571.42,4748.78,4965.92,5919.26,7834.83,4745.26,4823.7,6789.25,7339.09
FGBKPADF_00421,798.92,1967.62,3258.26,3835.05,761.99,2233.34,2943.44,3775.3,713.44,2502.15,3351.1,3855.41
FGBKPADF_00422,126.1,273.44,405.81,509.57,106.25,301.52,497.57,522.93,99.85,226.39,468.57,480.77
FGBKPADF_00423,73.63,111.97,167.02,160.53,88.04,121.21,159.46,200.43,76.5,134.82,217.6,236.55
FGBKPADF_00424,1599.41,1491.33,1794.19,1511.04,1485.28,1501.52,1658.16,1388.4,1510.62,1439.73,1675.55,1291.79
FGBKPADF_00425,364.22,365.94,477.58,335.79,417.43,350.0,348.9,253.27,407.45,384.1,388.79,321.03
FGBKPADF_00426,8778.76,8170.69,8554.72,9425.62,8450.21,7834.1,7768.05,8913.49,9149.9,7754.04,8363.25,8862.82
FGBKPADF_00427,1096.56,2323.82,3215.2,3223.86,1346.39,2648.49,2834.34,3368.98,1316.56,2716.67,3246.65,3439.14
FGBKPADF_00428,238.11,417.87,584.58,603.83,192.77,475.0,586.29,692.38,211.78,487.54,590.43,677.38
FGBKPADF_00429,108.09,76.27,121.35,135.49,82.73,90.15,142.68,89.28,81.33,129.73,133.46,102.91
FGBKPADF_00430,66.58,438.96,611.98,649.48,55.4,489.39,685.8,901.92,72.47,477.37,697.78,912.39
FGBKPADF_00431,36.03,124.14,180.07,232.69,32.64,171.97,242.19,307.93,26.57,151.77,236.46,297.99
FGBKPADF_00432,780.91,2187.5,2690.64,3927.83,949.45,2386.37,2535.8,3740.68,999.3,2502.15,2956.52,4028.98
FGBKPADF_00433,69.71,401.64,450.18,646.54,107.01,376.52,501.16,686.91,93.41,430.73,559.97,737.29
FGBKPADF_00434,908.58,1058.05,1303.56,1605.3,869.76,1138.64,1498.7,1947.78,928.44,1150.6,1463.75,1728.02
FGBKPADF_00435,3105.62,3140.89,3484.0,4281.29,3325.74,3384.85,3485.37,4935.94,3453.66,3220.32,3609.33,4677.18
FGBKPADF_00436,1803.84,1855.65,1953.39,2366.71,1651.49,1659.85,2055.01,3033.72,1846.41,1767.02,2078.85,2654.24
FGBKPADF_00437,9632.52,8922.84,8357.68,6455.07,9674.4,8646.98,9258.36,7397.54,9285.18,9130.18,9458.53,6455.88
FGBKPADF_00438,5139.74,6293.13,6662.66,7615.6,4736.64,5919.71,6222.59,7410.29,4842.69,6434.71,7121.46,7528.02
